Abbreviation,Type_cond,Type,Support/Copolymer/metal-organic framework (MOF),IL Cation name,IL Cation SMILE,IL Anion name,IL Anion SMILE,PIL Monomer Cation name,PIL Monomer Cation SMILE,PIL Anion name,PIL Anion SMILE,Full Name,Material 1,Material 2,Material 3,Material 4,Material 5,Material 6,Temperatures (degC),Pressures (bar),P,P(CO2) Error,alph,alphErr,DOI URL,Article Title,Authors,Journal,J_abb,Volume,Page,Year,Institutions,Corresponding Author,Corresponding Author Email,Corresponding Author Institution
Neat Pebax?1657,No IL Membrane,No IL Membrane,,,,,,,,,,60% block ratio Poly(ethylene oxide) [PEO] 40% block ratio Poly[imino(1-oxohexamethylene)] [polyamide 6]   [Neat Pebax?1657],Poly(ethylene oxide) [PEO],Poly[imino(1-oxohexamethylene)] [polyamide 6],,,,,25,1,76.2,,18.6,,https://dx.doi.org/10.1016/j.seppur.2012.02.041,Gas transport properties of Pebax®/room temperature ionic liquid gel membranes,"Bernardo, Paola; Jansen, Johannes Carolus; Bazzarelli, Fabio; Tasselli, Franco; Fuoco, Alessio; Friess, Karel; Izák, Pavel; Jarmarová, Veronika; Ka?írková, Marie; Clarizia, Gabriele.",Separation and Purification Technology,Sep. Purif. Technol.,97,73-82,2012,"University of Calabria, Rende (CS), Italy ; Institute of Chemical Technology Prague, Prague, Czech Republic ; Institute of Chemical Process Fundamentals, Prague, Czech Republic ; Research Institute of Inorganic Chemistry, Ústí nad Labem, Czech Republic","Jansen, Johannes Carolus",jc.jansen@itm.cnr.it,"University of Calabria, Rende (CS), Italy"
Neat Pebax?2533,No IL Membrane,No IL Membrane,,,,,,,,,,80% block ratio Poly(tetramethylene oxide) [PTMO] 20% block ratio Poly[imino(1-oxododecamethylene)] [polyamide 12]   [Neat Pebax?2533],Poly(tetramethylene oxide) [PTMO],Poly[imino(1-oxododecamethylene)] [polyamide 12],,,,,25,1,257,,8.3,,https://dx.doi.org/10.1016/j.seppur.2012.02.041,Gas transport properties of Pebax®/room temperature ionic liquid gel membranes,"Bernardo, Paola; Jansen, Johannes Carolus; Bazzarelli, Fabio; Tasselli, Franco; Fuoco, Alessio; Friess, Karel; Izák, Pavel; Jarmarová, Veronika; Ka?írková, Marie; Clarizia, Gabriele.",Separation and Purification Technology,Sep. Purif. Technol.,97,73-82,2012,"University of Calabria, Rende (CS), Italy ; Institute of Chemical Technology Prague, Prague, Czech Republic ; Institute of Chemical Process Fundamentals, Prague, Czech Republic ; Research Institute of Inorganic Chemistry, Ústí nad Labem, Czech Republic","Jansen, Johannes Carolus",jc.jansen@itm.cnr.it,"University of Calabria, Rende (CS), Italy"
[TMPBI-I][Tf2N],PIL,PIL,,,,,,poly({Polybenzimidazoles [N-quaternized PBI]} {Isophthalic acid [Iso]}),CC(N1C)=[N+](C)C2=C1C=CC(C3=CC=C(N(C)C(CC4=CC=CC(C)=C4)=[N+]5C)C5=C3)=C2,bis(trifluoromethylsulfonyl)imide [Tf2N],FC(F)(S(=O)([N-]S(=O)(C(F)(F)F)=O)=O)F,poly({[Polybenzimidazoles [N-quaternized PBI]] [bis(trifluoromethane)sulfonimide [Tf2N]]} - {[Isophthalic acid [Iso]] [bis(trifluoromethane)sulfonimide [Tf2N]]}),Polybenzimidazoles [N-quaternized PBI],Isophthalic acid [Iso],bis(trifluoromethane)sulfonimide [Tf2N],,,,35,20.3,8.2,,59,,https://dx.doi.org/10.1016/j.memsci.2014.07.076,Investigation of gas permeation properties of film forming polymeric ionic liquids (PILs) based on polybenzimidazoles,"Bhavsar, Rupesh S.; Kumbharkar, Santosh C.; Kharul, Ulhas K.",Journal of Membrane Science,J. Membr. Sci.,470,494-503,2014,"CSIR-National Chemical Laboratory, Pune, India","Kharul, Ulhas K.",uk.kharul@ncl.res.in,"CSIR-National Chemical Laboratory, Pune, India"
[TMPBI-BuI][Tf2N],PIL,PIL,,,,,,poly({Polybenzimidazoles [N-quaternized PBI]} {5-tert-butylisophthalic acid [BuI]}),CC(N1C)=[N+](C)C2=C1C=CC(C3=CC=C(N(C)C(CC4=CC(C(C)(C)C)=CC(C)=C4)=[N+]5C)C5=C3)=C2,bis(trifluoromethylsulfonyl)imide [Tf2N],FC(F)(S(=O)([N-]S(=O)(C(F)(F)F)=O)=O)F,poly({[Polybenzimidazoles [N-quaternized PBI]] [bis(trifluoromethane)sulfonimide [Tf2N]]} - {[5-tert-butylisophthalic acid [BuI]] [bis(trifluoromethane)sulfonimide [Tf2N]]}),Polybenzimidazoles [N-quaternized PBI],5-tert-butylisophthalic acid [BuI],bis(trifluoromethane)sulfonimide [Tf2N],,,,35,20.3,17.9,,43,,https://dx.doi.org/10.1016/j.memsci.2014.07.076,Investigation of gas permeation properties of film forming polymeric ionic liquids (PILs) based on polybenzimidazoles,"Bhavsar, Rupesh S.; Kumbharkar, Santosh C.; Kharul, Ulhas K.",Journal of Membrane Science,J. Membr. Sci.,470,494-503,2014,"CSIR-National Chemical Laboratory, Pune, India","Kharul, Ulhas K.",uk.kharul@ncl.res.in,"CSIR-National Chemical Laboratory, Pune, India"
Polymer 2,PIL,PIL,,,,,,"2-methyl-1,3-dipentyl-imidazole [m-Pe2-im]",C=CCCCN1C(C)=[N+](C=C1)CCCC=C,bis(trifluoromethylsulfonyl)imide [Tf2N],FC(F)(S(=O)([N-]S(=O)(C(F)(F)F)=O)=O)F,"Poly([2-methyl-1,3-dipentyl-imidazole [m-Pe2-im]] [bis(trifluoromethane)sulfonimide [Tf2N]])","2-methyl-1,3-dipentyl-imidazole [m-Pe2-im]",bis(trifluoromethane)sulfonimide [Tf2N],,,,,23,2,5.3,0.1,20,1,https://dx.doi.org/10.1016/j.memsci.2009.10.022,Main-chain imidazolium polymer membranes for CO2 separations: An initial study of a new ionic liquid-inspired platform,"Carlisle, Trevor K.; Bara, Jason E.; Lafrate, Andrew L.; Gin, Douglas L.; Noble, Richard D.",Journal of Membrane Science,J. Membr. Sci.,359 (1-2),37-43,2010,"University of Colorado at Boulder, Boulder, Colorado, USA","Noble, Richard D.",nobler@colorado.edu,"University of Colorado at Boulder, Boulder, Colorado, USA"
Polymer 2-RTIL,PIL-IL,PIL-IL,,1-hexyl-3-methylimidazolium [hmim],C[N+]1=CN(C=C1)CCCCCC,bis(trifluoromethylsulfonyl)imide [Tf2N],FC(F)(S(=O)([N-]S(=O)(C(F)(F)F)=O)=O)F,"2-methyl-1,3-dipentyl-imidazole [m-Pe2-im]",C=CCCCN1C(C)=[N+](C=C1)CCCC=C,bis(trifluoromethylsulfonyl)imide [Tf2N],FC(F)(S(=O)([N-]S(=O)(C(F)(F)F)=O)=O)F,"Poly([2-methyl-1,3-dipentyl-imidazole [m-Pe2-im]] [bis(trifluoromethane)sulfonimide [Tf2N]]) with 20 mol % ([1-hexyl-3-methylimidazolium [hmim]] [bis(trifluoromethane)sulfonimide [Tf2N]])","2-methyl-1,3-dipentyl-imidazole [m-Pe2-im]",bis(trifluoromethane)sulfonimide [Tf2N],1-hexyl-3-methylimidazolium [hmim],,,,23,2,19,1,17,1,https://dx.doi.org/10.1016/j.memsci.2009.10.022,Main-chain imidazolium polymer membranes for CO2 separations: An initial study of a new ionic liquid-inspired platform,"Carlisle, Trevor K.; Bara, Jason E.; Lafrate, Andrew L.; Gin, Douglas L.; Noble, Richard D.",Journal of Membrane Science,J. Membr. Sci.,359 (1-2),37-43,2010,"University of Colorado at Boulder, Boulder, Colorado, USA","Noble, Richard D.",nobler@colorado.edu,"University of Colorado at Boulder, Boulder, Colorado, USA"
20-2a-45,PIL-IL,PIL-IL,,1-Ethyl-3-methylimidazolium [emim],C[N+]1=CN(C=C1)CC,bis(trifluoromethylsulfonyl)imide [Tf2N],FC(F)(S(=O)([N-]S(=O)(C(F)(F)F)=O)=O)F,{1-vinyl-3-(2-(2-(2-(2-(3-vinyl-imidazolium-1-yl)ethoxy)ethoxy)ethoxy)ethyl)-imidazolium [vim-tetraethoxy-veim]}-{1-vinyl-3-(Tetra(ethylene glycol))-imidazolium [v-(EtGly)3-im]},C=CN1C=[N+](CCOCCOCCOCCN2C=[N+](C=C)C=C2)C=C1.C=CN3C=[N+](CCOC)C=C3,bis(trifluoromethylsulfonyl)imide [Tf2N],FC(F)(S(=O)([N-]S(=O)(C(F)(F)F)=O)=O)F,poly(20 wt%{[1-vinyl-3-(2-(2-(2-(2-(3-vinyl-imidazolium-1-yl)ethoxy)ethoxy)ethoxy)ethyl)-imidazolium [vim-tetraethoxy-veim]] [bis(trifluoromethylsulfonyl)imide [Tf2N]]} - 80 wt% {[1-vinyl-3-(Tetra(ethylene glycol))-imidazolium [v-(EtGly)3-im]] [bis(trifluoromethylsulfonyl)imide [Tf2N]]}) with 45 wt% ([1-Ethyl-3-methylimidazolium [emim]] [bis(trifluoromethylsulfonyl)imide [Tf2N]]),1-vinyl-3-(2-(2-(2-(2-(3-vinyl-imidazolium-1-yl)ethoxy)ethoxy)ethoxy)ethyl)-imidazolium [vim-tetraethoxy-veim],1-vinyl-3-(Tetra(ethylene glycol))-imidazolium [v-(EtGly)3-im],1-Ethyl-3-methylimidazolium [emim],bis(trifluoromethylsulfonyl)imide [Tf2N],,,23,2,180,10,22,,https://dx.doi.org/10.1016/j.memsci.2012.01.006,CO2/light gas separation performance of cross-linked poly(vinylimidazolium) gel membranes as a function of ionic liquid loading and cross-linker content,"Carlisle, Trevor K.; Nicodemus, Garret D.; Gin, Douglas L.; Noble, Richard D.",Journal of Membrane Science,J. Membr. Sci.,397-398,24-37,2012,"University of Colorado at Boulder, Boulder, Colorado, USA","Noble, Richard D.",nobler@colorado.edu,"University of Colorado at Boulder, Boulder, Colorado, USA"
20-2b-45,PIL-IL,PIL-IL,,1-Ethyl-3-methylimidazolium [emim],C[N+]1=CN(C=C1)CC,bis(trifluoromethylsulfonyl)imide [Tf2N],FC(F)(S(=O)([N-]S(=O)(C(F)(F)F)=O)=O)F,{1-vinyl-3-(2-(2-(2-(2-(3-vinyl-imidazolium-1-yl)ethoxy)ethoxy)ethoxy)ethyl)-imidazolium [vim-tetraethoxy-veim]}-{1-vinyl-3-(Ethylene glycol)-imidazolium [v-(EtGly)-im]},C=CN1C=[N+](CCOCCOCCOCCN2C=[N+](C=C)C=C2)C=C1.C=CN3C=[N+](CCOCCOCCOC)C=C3,bis(trifluoromethylsulfonyl)imide [Tf2N],FC(F)(S(=O)([N-]S(=O)(C(F)(F)F)=O)=O)F,poly(20 wt%{[1-vinyl-3-(2-(2-(2-(2-(3-vinyl-imidazolium-1-yl)ethoxy)ethoxy)ethoxy)ethyl)-imidazolium [vim-tetraethoxy-veim]] [bis(trifluoromethylsulfonyl)imide [Tf2N]]} - 80 wt% {[1-vinyl-3-(Ethylene glycol)-imidazolium [v-(EtGly)-im]] [bis(trifluoromethylsulfonyl)imide [Tf2N]]}) with 45 wt% ([1-Ethyl-3-methylimidazolium [emim]] [bis(trifluoromethylsulfonyl)imide [Tf2N]]),1-vinyl-3-(2-(2-(2-(2-(3-vinyl-imidazolium-1-yl)ethoxy)ethoxy)ethoxy)ethyl)-imidazolium [vim-tetraethoxy-veim],1-vinyl-3-(Ethylene glycol)-imidazolium [v-(EtGly)-im],1-Ethyl-3-methylimidazolium [emim],bis(trifluoromethylsulfonyl)imide [Tf2N],,,23,2,250,10,22,,https://dx.doi.org/10.1016/j.memsci.2012.01.006,CO2/light gas separation performance of cross-linked poly(vinylimidazolium) gel membranes as a function of ionic liquid loading and cross-linker content,"Carlisle, Trevor K.; Nicodemus, Garret D.; Gin, Douglas L.; Noble, Richard D.",Journal of Membrane Science,J. Membr. Sci.,397-398,24-37,2012,"University of Colorado at Boulder, Boulder, Colorado, USA","Noble, Richard D.",nobler@colorado.edu,"University of Colorado at Boulder, Boulder, Colorado, USA"
20-2c-45,PIL-IL,PIL-IL,,1-Ethyl-3-methylimidazolium [emim],C[N+]1=CN(C=C1)CC,bis(trifluoromethylsulfonyl)imide [Tf2N],FC(F)(S(=O)([N-]S(=O)(C(F)(F)F)=O)=O)F,{1-vinyl-3-(2-(2-(2-(2-(3-vinyl-imidazolium-1-yl)ethoxy)ethoxy)ethoxy)ethyl)-imidazolium [vim-tetraethoxy-veim]}-{1-vinyl-3-hexylimidazolium [vhim]},C=CN1C=[N+](CCOCCOCCOCCN2C=[N+](C=C)C=C2)C=C1.C=CN3C=[N+](CCCCCC)C=C3,bis(trifluoromethylsulfonyl)imide [Tf2N],FC(F)(S(=O)([N-]S(=O)(C(F)(F)F)=O)=O)F,poly(20 wt%{[1-vinyl-3-(2-(2-(2-(2-(3-vinyl-imidazolium-1-yl)ethoxy)ethoxy)ethoxy)ethyl)-imidazolium [vim-tetraethoxy-veim]] [bis(trifluoromethylsulfonyl)imide [Tf2N]]} - 80 wt% {[1-vinyl-3-hexylimidazolium [vhim]] [bis(trifluoromethylsulfonyl)imide [Tf2N]]}) with 45 wt% ([1-Ethyl-3-methylimidazolium [emim]] [bis(trifluoromethylsulfonyl)imide [Tf2N]]),1-vinyl-3-(2-(2-(2-(2-(3-vinyl-imidazolium-1-yl)ethoxy)ethoxy)ethoxy)ethyl)-imidazolium [vim-tetraethoxy-veim],1-vinyl-3-hexylimidazolium [vhim],1-Ethyl-3-methylimidazolium [emim],bis(trifluoromethylsulfonyl)imide [Tf2N],,,23,2,240,10,17,,https://dx.doi.org/10.1016/j.memsci.2012.01.006,CO2/light gas separation performance of cross-linked poly(vinylimidazolium) gel membranes as a function of ionic liquid loading and cross-linker content,"Carlisle, Trevor K.; Nicodemus, Garret D.; Gin, Douglas L.; Noble, Richard D.",Journal of Membrane Science,J. Membr. Sci.,397-398,24-37,2012,"University of Colorado at Boulder, Boulder, Colorado, USA","Noble, Richard D.",nobler@colorado.edu,"University of Colorado at Boulder, Boulder, Colorado, USA"
20-2a-65,PIL-IL,PIL-IL,,1-Ethyl-3-methylimidazolium [emim],C[N+]1=CN(C=C1)CC,bis(trifluoromethylsulfonyl)imide [Tf2N],FC(F)(S(=O)([N-]S(=O)(C(F)(F)F)=O)=O)F,{1-vinyl-3-(2-(2-(2-(2-(3-vinyl-imidazolium-1-yl)ethoxy)ethoxy)ethoxy)ethyl)-imidazolium [vim-tetraethoxy-veim]}-{1-vinyl-3-(Tetra(ethylene glycol))-imidazolium [v-(EtGly)3-im]},C=CN1C=[N+](CCOCCOCCOCCN2C=[N+](C=C)C=C2)C=C1.C=CN3C=[N+](CCOC)C=C3,bis(trifluoromethylsulfonyl)imide [Tf2N],FC(F)(S(=O)([N-]S(=O)(C(F)(F)F)=O)=O)F,poly(20 wt%{[1-vinyl-3-(2-(2-(2-(2-(3-vinyl-imidazolium-1-yl)ethoxy)ethoxy)ethoxy)ethyl)-imidazolium [vim-tetraethoxy-veim]] [bis(trifluoromethylsulfonyl)imide [Tf2N]]} - 80 wt% {[1-vinyl-3-(Tetra(ethylene glycol))-imidazolium [v-(EtGly)3-im]] [bis(trifluoromethylsulfonyl)imide [Tf2N]]}) with 65 wt% ([1-Ethyl-3-methylimidazolium [emim]] [bis(trifluoromethylsulfonyl)imide [Tf2N]]),1-vinyl-3-(2-(2-(2-(2-(3-vinyl-imidazolium-1-yl)ethoxy)ethoxy)ethoxy)ethyl)-imidazolium [vim-tetraethoxy-veim],1-vinyl-3-(Tetra(ethylene glycol))-imidazolium [v-(EtGly)3-im],1-Ethyl-3-methylimidazolium [emim],bis(trifluoromethylsulfonyl)imide [Tf2N],,,23,2,370,20,19,,https://dx.doi.org/10.1016/j.memsci.2012.01.006,CO2/light gas separation performance of cross-linked poly(vinylimidazolium) gel membranes as a function of ionic liquid loading and cross-linker content,"Carlisle, Trevor K.; Nicodemus, Garret D.; Gin, Douglas L.; Noble, Richard D.",Journal of Membrane Science,J. Membr. Sci.,397-398,24-37,2012,"University of Colorado at Boulder, Boulder, Colorado, USA","Noble, Richard D.",nobler@colorado.edu,"University of Colorado at Boulder, Boulder, Colorado, USA"
20-2a-65,PIL-IL,PIL-IL,,1-Ethyl-3-methylimidazolium [emim],C[N+]1=CN(C=C1)CC,bis(trifluoromethylsulfonyl)imide [Tf2N],FC(F)(S(=O)([N-]S(=O)(C(F)(F)F)=O)=O)F,{1-vinyl-3-(2-(2-(2-(2-(3-vinyl-imidazolium-1-yl)ethoxy)ethoxy)ethoxy)ethyl)-imidazolium [vim-tetraethoxy-veim]}-{1-vinyl-3-(Ethylene glycol)-imidazolium [v-(EtGly)-im]},C=CN1C=[N+](CCOCCOCCOCCN2C=[N+](C=C)C=C2)C=C1.C=CN3C=[N+](CCOCCOCCOC)C=C3,bis(trifluoromethylsulfonyl)imide [Tf2N],FC(F)(S(=O)([N-]S(=O)(C(F)(F)F)=O)=O)F,poly(20 wt%{[1-vinyl-3-(2-(2-(2-(2-(3-vinyl-imidazolium-1-yl)ethoxy)ethoxy)ethoxy)ethyl)-imidazolium [vim-tetraethoxy-veim]] [bis(trifluoromethylsulfonyl)imide [Tf2N]]} - 80 wt% {[1-vinyl-3-(Ethylene glycol)-imidazolium [v-(EtGly)-im]] [bis(trifluoromethylsulfonyl)imide [Tf2N]]}) with 65 wt% ([1-Ethyl-3-methylimidazolium [emim]] [bis(trifluoromethylsulfonyl)imide [Tf2N]]),1-vinyl-3-(2-(2-(2-(2-(3-vinyl-imidazolium-1-yl)ethoxy)ethoxy)ethoxy)ethyl)-imidazolium [vim-tetraethoxy-veim],1-vinyl-3-(Ethylene glycol)-imidazolium [v-(EtGly)-im],1-Ethyl-3-methylimidazolium [emim],bis(trifluoromethylsulfonyl)imide [Tf2N],,,23,2,390,20,19,,https://dx.doi.org/10.1016/j.memsci.2012.01.006,CO2/light gas separation performance of cross-linked poly(vinylimidazolium) gel membranes as a function of ionic liquid loading and cross-linker content,"Carlisle, Trevor K.; Nicodemus, Garret D.; Gin, Douglas L.; Noble, Richard D.",Journal of Membrane Science,J. Membr. Sci.,397-398,24-37,2012,"University of Colorado at Boulder, Boulder, Colorado, USA","Noble, Richard D.",nobler@colorado.edu,"University of Colorado at Boulder, Boulder, Colorado, USA"
20-2a-65,PIL-IL,PIL-IL,,1-Ethyl-3-methylimidazolium [emim],C[N+]1=CN(C=C1)CC,bis(trifluoromethylsulfonyl)imide [Tf2N],FC(F)(S(=O)([N-]S(=O)(C(F)(F)F)=O)=O)F,{1-vinyl-3-(2-(2-(2-(2-(3-vinyl-imidazolium-1-yl)ethoxy)ethoxy)ethoxy)ethyl)-imidazolium [vim-tetraethoxy-veim]}-{1-vinyl-3-hexylimidazolium [vhim]},C=CN1C=[N+](CCOCCOCCOCCN2C=[N+](C=C)C=C2)C=C1.C=CN3C=[N+](CCCCCC)C=C3,bis(trifluoromethylsulfonyl)imide [Tf2N],FC(F)(S(=O)([N-]S(=O)(C(F)(F)F)=O)=O)F,poly(20 wt%{[1-vinyl-3-(2-(2-(2-(2-(3-vinyl-imidazolium-1-yl)ethoxy)ethoxy)ethoxy)ethyl)-imidazolium [vim-tetraethoxy-veim]] [bis(trifluoromethylsulfonyl)imide [Tf2N]]} - 80 wt% {[1-vinyl-3-hexylimidazolium [vhim]] [bis(trifluoromethylsulfonyl)imide [Tf2N]]}) with 65 wt% ([1-Ethyl-3-methylimidazolium [emim]] [bis(trifluoromethylsulfonyl)imide [Tf2N]]),1-vinyl-3-(2-(2-(2-(2-(3-vinyl-imidazolium-1-yl)ethoxy)ethoxy)ethoxy)ethyl)-imidazolium [vim-tetraethoxy-veim],1-vinyl-3-hexylimidazolium [vhim],1-Ethyl-3-methylimidazolium [emim],bis(trifluoromethylsulfonyl)imide [Tf2N],,,23,2,420,20,18,,https://dx.doi.org/10.1016/j.memsci.2012.01.006,CO2/light gas separation performance of cross-linked poly(vinylimidazolium) gel membranes as a function of ionic liquid loading and cross-linker content,"Carlisle, Trevor K.; Nicodemus, Garret D.; Gin, Douglas L.; Noble, Richard D.",Journal of Membrane Science,J. Membr. Sci.,397-398,24-37,2012,"University of Colorado at Boulder, Boulder, Colorado, USA","Noble, Richard D.",nobler@colorado.edu,"University of Colorado at Boulder, Boulder, Colorado, USA"
Poly(1a),PIL,PIL,,,,,,1-vinyl-3-methylimidazolium [vmim],C=CN1C=[N+](C)C=C1,bis(trifluoromethylsulfonyl)imide [Tf2N],FC(F)(S(=O)([N-]S(=O)(C(F)(F)F)=O)=O)F,Poly([1-vinyl-3-methylimidazolium [vmim]] [bis(trifluoromethane)sulfonimide [Tf2N]]),1-vinyl-3-methylimidazolium [vmim],bis(trifluoromethane)sulfonimide [Tf2N],,,,,23,2,4.8,0.3,40,,https://dx.doi.org/10.1021/ie202305m,Ideal CO2/Light Gas Separation Performance of Poly(vinylimidazolium) Membranes and Poly(vinylimidazolium)-Ionic Liquid Composite Films,"Carlisle, Trevor K.; Wiesenauer, Erin F.; Nicodemus, Garret D.; Gin, Douglas L.; Noble, Richard D.",Industrial & Engineering Chemistry Research,Ind. Eng. Chem. Res.,52 (3),1023-1032,2012,"University of Colorado at Boulder, Boulder, Colorado, USA","Noble, Richard D.",nobler@colorado.edu,"University of Colorado at Boulder, Boulder, Colorado, USA"
Poly(1b),PIL,PIL,,,,,,1-vinyl-3-hexylimidazolium [vhim],C=CN1C=[N+](CCCCCC)C=C1,bis(trifluoromethylsulfonyl)imide [Tf2N],FC(F)(S(=O)([N-]S(=O)(C(F)(F)F)=O)=O)F,Poly([1-vinyl-3-hexylimidazolium [vhim]] [bis(trifluoromethane)sulfonimide [Tf2N]]),1-vinyl-3-hexylimidazolium [vhim],bis(trifluoromethane)sulfonimide [Tf2N],,,,,23,2,69,5,9.9,,https://dx.doi.org/10.1021/ie202305m,Ideal CO2/Light Gas Separation Performance of Poly(vinylimidazolium) Membranes and Poly(vinylimidazolium)-Ionic Liquid Composite Films,"Carlisle, Trevor K.; Wiesenauer, Erin F.; Nicodemus, Garret D.; Gin, Douglas L.; Noble, Richard D.",Industrial & Engineering Chemistry Research,Ind. Eng. Chem. Res.,52 (3),1023-1032,2012,"University of Colorado at Boulder, Boulder, Colorado, USA","Noble, Richard D.",nobler@colorado.edu,"University of Colorado at Boulder, Boulder, Colorado, USA"
Poly(1b) + 20 mol % Polymer 4,PIL-IL,PIL-IL,,1-Ethyl-3-methylimidazolium [emim],C[N+]1=CN(C=C1)CC,bis(trifluoromethylsulfonyl)imide [Tf2N],FC(F)(S(=O)([N-]S(=O)(C(F)(F)F)=O)=O)F,1-vinyl-3-hexylimidazolium [vhim],C=CN1C=[N+](CCCCCC)C=C1,bis(trifluoromethylsulfonyl)imide [Tf2N],FC(F)(S(=O)([N-]S(=O)(C(F)(F)F)=O)=O)F,Poly([1-vinyl-3-hexylimidazolium [vhim]] [bis(trifluoromethane)sulfonimide [Tf2N]]) with 20 mol % ([1-Ethyl-3-methylimidazolium [emim]] [bis(trifluoromethane)sulfonimide [Tf2N]]),1-vinyl-3-hexylimidazolium [vhim],bis(trifluoromethane)sulfonimide [Tf2N],1-Ethyl-3-methylimidazolium [emim],,,,23,2,105,9,12,,https://dx.doi.org/10.1021/ie202305m,Ideal CO2/Light Gas Separation Performance of Poly(vinylimidazolium) Membranes and Poly(vinylimidazolium)-Ionic Liquid Composite Films,"Carlisle, Trevor K.; Wiesenauer, Erin F.; Nicodemus, Garret D.; Gin, Douglas L.; Noble, Richard D.",Industrial & Engineering Chemistry Research,Ind. Eng. Chem. Res.,52 (3),1023-1032,2012,"University of Colorado at Boulder, Boulder, Colorado, USA","Noble, Richard D.",nobler@colorado.edu,"University of Colorado at Boulder, Boulder, Colorado, USA"
Poly(1c),PIL,PIL,,,,,,1-vinyl-3-(2-(2-methoxy-ethoxy)-ethyl)-imidazolium [v-[(CH2CH2O)2CH3]-im],C=CN1C=[N+](CCOCCOC)C=C1,bis(trifluoromethylsulfonyl)imide [Tf2N],FC(F)(S(=O)([N-]S(=O)(C(F)(F)F)=O)=O)F,Poly([1-vinyl-3-(2-(2-methoxy-ethoxy)-ethyl)-imidazolium [v-[(CH2CH2O)2CH3]-im]] [bis(trifluoromethane)sulfonimide [Tf2N]]),1-vinyl-3-(2-(2-methoxy-ethoxy)-ethyl)-imidazolium [v-[(CH2CH2O)2CH3]-im],bis(trifluoromethane)sulfonimide [Tf2N],,,,,23,2,14,1,32,,https://dx.doi.org/10.1021/ie202305m,Ideal CO2/Light Gas Separation Performance of Poly(vinylimidazolium) Membranes and Poly(vinylimidazolium)-Ionic Liquid Composite Films,"Carlisle, Trevor K.; Wiesenauer, Erin F.; Nicodemus, Garret D.; Gin, Douglas L.; Noble, Richard D.",Industrial & Engineering Chemistry Research,Ind. Eng. Chem. Res.,52 (3),1023-1032,2012,"University of Colorado at Boulder, Boulder, Colorado, USA","Noble, Richard D.",nobler@colorado.edu,"University of Colorado at Boulder, Boulder, Colorado, USA"
Poly(1d),PIL,PIL,,,,,,1-vinyl-3-(2-[2-(2-methoxy-ethoxy)-ethoxy]-ethyl])-imidazolium [v-[(CH2CH2O)3CH3]-im],C=CN1C=[N+](CCOCCOCCOC)C=C1,bis(trifluoromethylsulfonyl)imide [Tf2N],FC(F)(S(=O)([N-]S(=O)(C(F)(F)F)=O)=O)F,Poly([1-vinyl-3-(2-[2-(2-methoxy-ethoxy)-ethoxy]-ethyl])-imidazolium [v-[(CH2CH2O)3CH3]-im]] [bis(trifluoromethane)sulfonimide [Tf2N]]),1-vinyl-3-(2-[2-(2-methoxy-ethoxy)-ethoxy]-ethyl])-imidazolium [v-[(CH2CH2O)3CH3]-im],bis(trifluoromethane)sulfonimide [Tf2N],,,,,23,2,26,2,25,,https://dx.doi.org/10.1021/ie202305m,Ideal CO2/Light Gas Separation Performance of Poly(vinylimidazolium) Membranes and Poly(vinylimidazolium)-Ionic Liquid Composite Films,"Carlisle, Trevor K.; Wiesenauer, Erin F.; Nicodemus, Garret D.; Gin, Douglas L.; Noble, Richard D.",Industrial & Engineering Chemistry Research,Ind. Eng. Chem. Res.,52 (3),1023-1032,2012,"University of Colorado at Boulder, Boulder, Colorado, USA","Noble, Richard D.",nobler@colorado.edu,"University of Colorado at Boulder, Boulder, Colorado, USA"
Poly(1e),PIL,PIL,,,,,,"1-vinyl-3-(3,3,4,4,5,5,6,6,6-Nonafluorohexyl))-imidazolium [v-[(CH2)2(CF2)3CF3]-im]",C=CN1C=[N+](CCC(F)(C(F)(C(F)(C(F)(F)F)F)F)F)C=C1,bis(trifluoromethylsulfonyl)imide [Tf2N],FC(F)(S(=O)([N-]S(=O)(C(F)(F)F)=O)=O)F,"Poly([1-vinyl-3-(3,3,4,4,5,5,6,6,6-Nonafluorohexyl))-imidazolium [v-[(CH2)2(CF2)3CF3]-im]] [bis(trifluoromethane)sulfonimide [Tf2N]])","1-vinyl-3-(3,3,4,4,5,5,6,6,6-Nonafluorohexyl))-imidazolium [v-[(CH2)2(CF2)3CF3]-im]",bis(trifluoromethane)sulfonimide [Tf2N],,,,,23,2,69,5,14,,https://dx.doi.org/10.1021/ie202305m,Ideal CO2/Light Gas Separation Performance of Poly(vinylimidazolium) Membranes and Poly(vinylimidazolium)-Ionic Liquid Composite Films,"Carlisle, Trevor K.; Wiesenauer, Erin F.; Nicodemus, Garret D.; Gin, Douglas L.; Noble, Richard D.",Industrial & Engineering Chemistry Research,Ind. Eng. Chem. Res.,52 (3),1023-1032,2012,"University of Colorado at Boulder, Boulder, Colorado, USA","Noble, Richard D.",nobler@colorado.edu,"University of Colorado at Boulder, Boulder, Colorado, USA"
